"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3M6FY54P","thesis","1968","Bengül, Nejat","İktisadi Refah Teorisinin Başlıca Meseleleri","","","","","","","1968","2024-08-15 20:06:41","2024-08-15 20:06:56","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F8EM8FIM","thesis","1969","Mumcu, Necati","Moneter Dış Ticaret Teorisi Üzerine Bir Eleştirme Denemesi","","","","","","","1969","2024-08-15 20:06:17","2024-08-15 20:06:32","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PUGZGKE4","thesis","1970","Kuyucuklu, Nazif","Türkiye'de Demir Çelik Sanayii","","","","","","","1970","2024-08-15 20:05:43","2024-08-15 20:06:04","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNFK3LGW","thesis","1961","Bursal, Nasuhi İsmail","1951 Sterlin Krizi","","","","","","","1961","2024-08-15 20:04:51","2024-08-15 20:05:33","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P3FZGRMB","thesis","1954","Elmalı, Mustafa","1951 Sterlin Krizi","","","","","","","1954","2024-08-15 20:04:22","2024-08-15 20:04:39","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGPYSQWC","thesis","1964","Hiç, Mükerrem","Sermaye Revalüasyonu","","","","","","","1964","2024-08-15 20:03:54","2024-08-15 20:04:12","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DIN22RF4","thesis","1955","Kıray, Mübeccel","İstihlak Normları Üzerinde Mukayeseli Bir Araştırma","","","","","","","1955","2024-08-15 20:03:25","2024-08-15 20:03:43","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3GWSVICG","thesis","1955","Aktan, Mehmet Reşat","İki Değişkenli Normal Bir Dağılımda Yeni Bir Regresyon Doğrusu ve Tatbikatı","","","","","","","1955","2024-08-15 20:02:22","2024-08-15 20:02:46","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7E5IGMQ4","thesis","1965","Altan, Mehmet Emin","İki Değişkenli Normal Bir Dağılımda Yeni Bir Regresyon Doğrusu ve Tatbikatı","","","","","","","1965","2024-08-15 20:01:49","2024-08-15 20:02:13","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HWVM4MG6","thesis","1950","Oluç, Mehmet","Beynelmilel Zirai Hammaddeler","","","","","","","1950","2024-08-15 20:01:23","2024-08-15 20:01:39","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BEHTG2LY","thesis","1970","Eröz, Mehmet","Marksist Kıymet Teorisinin Tatbikatına Sosyolojik Bir Bakış","","","","","","","1970","2024-08-15 20:00:58","2024-08-15 20:01:13","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICK69IGG","thesis","1959","Güçer, Lütfi","Osmanlı İmparatorluğu'nun Ticaret Politikası (16 - 18. Asır)","","","","","","","1959","2024-08-15 20:00:26","2024-08-15 20:00:47","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GPLNJ3XW","thesis","1968","Baysal, Kubilay Fazlı","Yatırım İstatistikleri Metodolojisi ve Türkiye'de Yatırım Hesapları","","","","","","","1968","2024-08-15 19:59:51","2024-08-15 20:00:15","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QRVVN9ZY","thesis","1958","Gürtan, Kenan","Yatırım İstatistikleri Metodolojisi ve Türkiye'de Yatırım Hesapları","","","","","","","1958","2024-08-15 16:42:52","2024-08-15 16:43:10","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8JBJ94L","thesis","1960","Bulutoğlu, Kenan","Vergiler ve Sermaye Teşekkülü","","","","","","","1960","2024-08-15 16:42:26","2024-08-15 16:42:41","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJ5XJB2M","thesis","1967","Ural, Kenan","Sondajda Özel Bir Tahmin Metodu ve Diğer Metodlarla Mukayesesi","","","","","","","1967","2024-08-15 16:42:04","2024-08-15 16:42:17","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VRRP4QU2","thesis","1957","Tosun, Kemal","Modern İşletme Teorisinde Sevk ve İdarenin Bir Masraf Unsuru Olarak Mütelaası","","","","","","","1957","2024-08-15 16:41:41","2024-08-15 16:41:55","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R2KWMKJ5","book","1975","Zarakolu, Hüseyin Avni; Ansay, Tuğrul; Çelebican, Gürgan","Prof. Dr. Mahmut Koloğlu'ya 70. Yaş Armağanı","","","","","","","1975","2022-09-21 11:04:38","2024-08-15 16:41:25","","","","","","","","","","","","","Ankara Üniversitesi Hukuk Fakültesi Yayınları No: 367","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35SJD6J6","thesis","1954","Zarakolu, Hüseyin Avni","Para ve Kredi Muamelelerinde Poliçe","","","","","","","1954","2024-08-15 16:40:22","2024-08-15 16:41:17","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A2SJHLYG","thesis","1949","Zarakolu, Hüseyin Avni","Die Staatsausgaben der Turkei 1923-1939","","","","","","","1949","2024-04-22 11:39:33","2024-08-15 16:41:05","","","","","","","","","","","","","University of Zurich","Zurich","German","","Doctoral Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJE6947D","thesis","1954","Furgaç, Haydar İzzet","İki Kemmi Vasıf Arasındaki İstatistik Münasebet","","","","","","","1954","2024-08-15 16:39:52","2024-08-15 16:40:13","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B6JTYKQG","thesis","1953","Cillov, Haluk","Meslek İstatistikleri Metodolojisinde Yeni Temayüller","","","","","","","1953","2024-08-15 16:39:16","2024-08-15 16:39:33","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIC98BJ4","thesis","1965","Sahillioğlu, Halil","Bir Asırlık Osmanlı Para Tarihi (1640-1749)","","","","","","","1965","2024-08-15 16:38:38","2024-08-15 16:38:58","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XP98WACQ","thesis","1952","Özgür, Feridun","Umumi İşletme İktisadında Faiz Problemi","","","","","","","1952","2024-08-15 16:38:08","2024-08-15 16:38:26","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B8H5RE3C","thesis","1946","Ergin, Feridun","Çekle Ödeme Sistemi","","","","","","","1946","2024-08-15 16:37:41","2024-08-15 16:37:57","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9PHEM9AR","thesis","1970","Manisalı, Erol","İktisadi Entegrasyon Teorisi","","","","","","","1970","2024-08-15 16:37:21","2024-08-15 16:37:33","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FV4QUMQQ","thesis","1967","Alkın, Erdoğan","Makro Ekonomide Gelir Paylarının Tayini","","","","","","","1967","2024-08-15 16:36:49","2024-08-15 16:37:12","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R92A589G","thesis","1960","Batumlu, Enver","İktisaden Az Gelişmiş Memleketlerin Kalkınmasında Sanayileşmenin Rolü, Ehemmiyeti ve Tesirleri","","","","","","","1960","2024-08-15 16:36:21","2024-08-15 16:36:37","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NQM6PQXY","thesis","1954","Ferman, Cumhur","Fiyat Hareketlerinin Muhasebe Prensipleri Üzerinde Tesiri ve Bilanço Teorileri","","","","","","","1954","2024-08-15 16:36:00","2024-08-15 16:36:13","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3YBUXFQ","thesis","1953","İren, Cihat","İstanbul Sanayi Hizmetleri","","","","","","","1953","2024-08-15 16:35:37","2024-08-15 16:35:52","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2D39ILX","thesis","1951","Talas, Cahit","Güvenlik ve Türk İşçi Sigortaları","","","","","","","1951","2024-08-15 16:35:18","2024-08-15 16:35:29","","","","","","","","","","","","","İstanbul University","İstanbul","Modern Turkish","","Doçentlik Tezi [Habilitation Thesis]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
